Title,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Trickerion: Legends of Illusion ,104,2015,9978,7.96732,7.52424,1.41955,4.2489,683,21636,4,2,4,4,4.0,161,Strategy ,72,7.61622,"Action Points
Action Queue
Catch the Leader
Dice Rolling
Simultaneous Action Selection
Tile Placement
",$60.36,,,,,,
Tigris & Euphrates ,105,1997,28102,7.70346,7.52318,1.48775,3.5016,2745,68000,5,2,4,4,4.0,623,Strategy ,91,7.54565,"Area Majority / Influence
Connections
Hand Management
Hidden Victory Points
Highest-Lowest Scoring
Income
",Unknown,,,,,,
Troyes ,106,2010,22680,7.72125,7.52252,1.33224,3.4609,1241,69564,13,2,4,3,3.0,539,Strategy ,83,7.56212,"Area Majority / Influence
Dice Rolling
End Game Bonuses
Events
Hidden Victory Points
Income
",$53.16,,,,,,
Lorenzo il Magnifico ,107,2016,13155,7.85398,7.52148,1.22448,3.2938,405,38675,4,2,4,3,4.0,221,Strategy ,76,7.59381,"Contracts
Dice Rolling
End Game Bonuses
Open Drafting
Turn Order: Claim Action
Variable Set-up
",$49.95,,,,,,
Eldritch Horror ,108,2013,35198,7.75773,7.52077,1.5376,3.3188,1678,91374,5,1,6,4,4.0,877,Thematic,34,7.51996,"Action Points
Cooperative Game
Dice Rolling
Point to Point Movement
Resource to Move
Role Playing
",$55.99,,,,,,
The Lord of the Rings: Journeys in Middle-Earth ,109,2019,15269,7.93046,7.51836,1.52414,2.6489,450,92783,4,1,4,2,2.0,394,Thematic,28,7.59413,"Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Modular Board
Role Playing
Scenario / Mission / Campaign Game
",$99.99,,,,,,
Twilight Imperium: Third Edition ,110,2005,19172,7.79886,7.51097,1.71398,4.2562,2080,25481,2,4,6,6,6.0,486,Thematic,31,7.55001,"Action Points
Area-Impulse
Dice Rolling
Follow
Grid Movement
Hexagon Grid
",$149.95,Strategy ,101,7.51795,,,
Russian Railroads ,111,2013,17497,7.73959,7.50118,1.3001,3.4043,836,63469,17,2,4,4,4.0,251,Strategy ,84,7.55676,"End Game Bonuses
Tech Trees / Tech Tracks
Turn Order: Claim Action
Worker Placement
",Unknown,,,,,,
Patchwork ,112,2014,62062,7.60353,7.49781,1.16325,1.6057,1613,323339,16,2,2,2,2.0,525,Abstract ,5,7.50028,"Grid Coverage
Income
Open Drafting
Rondel
Square Grid
Tile Placement
",$27.99,Family ,13,7.51291,,,
Concordia Venus ,113,2018,5015,8.2867,7.49651,1.18396,3.0204,147,12716,1,2,6,4,4.0,83,Strategy ,61,7.66511,"Action Retrieval
Advantage Token
Auction: Dutch
Communication Limits
Deck, Bag, and Pool Building
Follow
",$63.14,,,,,,
Trajan ,114,2011,17174,7.75087,7.49414,1.3556,3.6462,930,48267,16,2,4,4,4.0,288,Strategy ,90,7.54894,"Area Movement
Hand Management
Mancala
Open Drafting
Set Collection
",$114.99,,,,,,
Rising Sun ,115,2018,20295,7.78488,7.48832,1.61564,3.2968,620,31922,10,3,5,4,5.0,425,Strategy ,104,7.49809,"Action Drafting
Alliances
Area Majority / Influence
Area Movement
Auction: Sealed Bid
Betting and Bluffing
",$99.99,,,,,,
Aeon's End: War Eternal ,116,2017,5341,8.29308,7.48687,1.28753,2.9179,134,17690,3,1,4,2,2.0,123,Strategy ,68,7.63168,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
",$34.00,,,,,,
Dominion ,117,2008,88334,7.59863,7.48264,1.42013,2.3495,5145,784337,45,2,4,3,3.0,1800,Strategy ,119,7.44064,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Take That
Variable Set-up
",$36.34,,,,,,
Carnegie ,118,2022,7288,8.04809,7.47733,1.21374,3.8222,388,26611,13,1,4,4,4.0,289,Strategy ,75,7.59818,"Action Retrieval
Area Movement
Connections
End Game Bonuses
Follow
Grid Movement
",$53.99,,,,,,
The Isle of Cats ,119,2019,19443,7.73945,7.47301,1.24512,2.3513,464,87479,6,1,4,3,3.0,299,Strategy ,110,7.47795,"Closed Drafting
Grid Coverage
Hidden Victory Points
Income
Open Drafting
Pattern Building
",$34.99,Family ,12,7.52214,,,
Clank! In! Space!: A Deck-Building Adventure ,120,2017,13534,7.80031,7.4715,1.20992,2.557,237,39474,3,2,4,3,3.0,172,Strategy ,102,7.51646,"Deck, Bag, and Pool Building
Delayed Purchase
Modular Board
Open Drafting
Player Elimination
Point to Point Movement
",$49.94,,,,,,
Age of Steam ,121,2002,10739,7.8376,7.47106,1.59264,3.8835,996,36239,4,3,6,4,4.0,174,Strategy ,82,7.56462,"Auction/Bidding
Catch the Leader
Connections
Dice Rolling
Loans
Network and Route Building
",Unknown,,,,,,
Vinhos: Deluxe Edition ,122,2016,6367,8.10883,7.47041,1.25847,4.0203,345,13964,3,1,4,4,4.0,120,Strategy ,71,7.61762,"Area Majority / Influence
Variable Phase Order
Worker Placement
",$98.99,,,,,,
Pandemic: Iberia ,123,2016,10239,7.8946,7.46549,1.21157,2.5667,180,26078,3,1,5,4,4.0,147,Strategy ,99,7.5282,"Action Points
Cooperative Game
Hand Management
Network and Route Building
Point to Point Movement
Set Collection
",$45.84,,,,,,
Codenames ,124,2015,86813,7.55374,7.4624,1.30273,1.2665,2195,551496,45,4,8,6,6.0,1213,Party ,4,7.48236,"Communication Limits
Memory
Push Your Luck
Team-Based Game
",$12.39,,,,,,
Hansa Teutonica ,125,2009,14820,7.72877,7.46233,1.36899,3.0967,796,44779,10,3,5,5,5.0,322,Strategy ,98,7.52914,"Action Points
Area Majority / Influence
End Game Bonuses
Network and Route Building
Ownership
Tech Trees / Tech Tracks
",$49.99,,,,,,
The Quest for El Dorado ,126,2017,22490,7.66345,7.46192,1.09547,1.9268,560,82812,17,2,4,2,2.0,370,Family ,14,7.50842,"Deck, Bag, and Pool Building
Delayed Purchase
Grid Movement
Hand Management
Hexagon Grid
Modular Board
",$39.99,,,,,,
Yokohama ,127,2016,11248,7.81587,7.46032,1.15789,3.3116,353,35553,6,2,4,3,3.0,197,Strategy ,93,7.54211,"Contracts
End Game Bonuses
Grid Movement
Modular Board
Network and Route Building
Set Collection
",Unknown,,,,,,
Champions of Midgard ,128,2015,16862,7.73342,7.45865,1.2552,2.6029,413,39518,2,2,4,4,4.0,235,Strategy ,106,7.49506,"Dice Rolling
Set Collection
Variable Player Powers
Worker Placement
",$63.44,,,,,,
Forbidden Stars ,129,2015,8933,7.9752,7.4579,1.45879,3.8345,441,14309,3,2,4,3,3.0,313,Strategy ,92,7.54271,"Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",Unknown,,,,,,
Roll for the Galaxy ,130,2014,30931,7.60458,7.4554,1.33698,2.7746,936,172685,9,2,5,3,4.0,377,Strategy ,111,7.4699,"Action Retrieval
Contracts
Deck, Bag, and Pool Building
Dice Rolling
Follow
Simultaneous Action Selection
",$42.53,,,,,,
PARKS ,131,2019,22269,7.68915,7.45034,1.21135,2.1366,549,75819,13,1,4,3,3.0,402,Family ,19,7.48246,"Contracts
End Game Bonuses
Events
Modular Board
Solo / Solitaire Game
Track Movement
",$49.99,,,,,,
Cartographers ,132,2019,26321,7.63354,7.44966,1.13462,1.8842,613,171058,9,1,9,3,4.0,354,Family ,17,7.48745,"Bingo
End Game Bonuses
Grid Coverage
Line Drawing
Paper-and-Pencil
Simultaneous Action Selection
",$24.99,,,,,,
Dwellings of Eldervale ,133,2020,5719,8.19062,7.44196,1.49765,3.2648,253,15922,5,1,5,3,3.0,161,Strategy ,78,7.58676,"Dice Rolling
Hand Management
Modular Board
Solo / Solitaire Game
Variable Player Powers
Worker Placement
",Unknown,,,,,,
Pandemic ,134,2008,120885,7.54651,7.44152,1.33486,2.4016,5911,402833,41,1,4,4,4.0,1962,Strategy ,151,7.36313,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Tags
",$35.99,Family ,27,7.42568,,,
Res Arcana ,135,2019,20165,7.6689,7.43464,1.35543,2.6326,479,114381,13,2,4,2,2.0,358,Strategy ,115,7.4594,"Hand Management
Open Drafting
Race
Score-and-Reset Game
Take That
Turn Order: Pass Order
",$33.99,,,,,,
Targi ,136,2012,22009,7.62079,7.4307,1.11374,2.3417,641,71449,5,2,2,2,2.0,200,Strategy ,114,7.45998,"End Game Bonuses
Modular Board
Open Drafting
Set Collection
Square Grid
Turn Order: Progressive
",$19.95,,,,,,
Kemet ,137,2012,18736,7.66469,7.42563,1.33634,3.0014,714,29672,2,3,5,4,5.0,290,Strategy ,113,7.46227,"Action Points
Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Hand Management
Open Drafting
",Unknown,,,,,,
Alchemists ,138,2014,22027,7.65188,7.42506,1.42125,3.9278,1150,43756,16,2,4,4,4.0,390,Strategy ,118,7.44476,"Action Drafting
Constrained Bidding
Deduction
End Game Bonuses
Events
Hand Management
",$59.95,,,,,,
Watergate ,139,2019,10784,7.79685,7.42503,1.16787,2.2594,266,31698,14,2,2,2,2.0,128,Strategy ,107,7.49449,"Action/Event
Campaign / Battle Card Driven
Connections
Hand Management
Once-Per-Game Abilities
Take That
",$28.99,,,,,,
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases ,140,1982,20604,7.65076,7.42458,1.45218,2.6813,637,38213,6,1,4,2,2.0,339,Thematic,40,7.46457,"Cooperative Game
Deduction
Narrative Choice / Paragraph
Solo / Solitaire Game
Storytelling
",$49.99,,,,,,
Praga Caput Regni ,141,2020,7782,7.94909,7.42423,1.201,3.7487,378,27528,5,1,4,3,3.0,191,Strategy ,94,7.53954,"Area Majority / Influence
Enclosure
End Game Bonuses
Hexagon Grid
Income
Three Dimensional Movement
",$59.23,,,,,,
Rajas of the Ganges ,142,2017,13274,7.73297,7.42383,1.14102,2.8919,407,52072,7,2,4,4,4.0,196,Strategy ,109,7.4856,"Connections
Dice Rolling
Network and Route Building
Race
Tile Placement
Worker Placement
",$46.51,,,,,,
Star Realms ,143,2014,43247,7.56417,7.42268,1.2714,1.9267,1392,416129,14,2,2,2,2.0,454,Strategy ,139,7.39102,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Income
Open Drafting
Tags
",$14.99,,,,,,
Endeavor: Age of Sail ,144,2018,8888,7.90824,7.42125,1.16166,2.8468,248,20407,3,2,5,4,4.0,145,Strategy ,100,7.51837,"Area Majority / Influence
Open Drafting
Point to Point Movement
Set Collection
Tech Trees / Tech Tracks
",$127.93,,,,,,
Just One ,145,2018,24300,7.59658,7.421,1.2067,1.0422,450,164749,24,4,7,6,7.0,324,Party ,3,7.50936,"Communication Limits
Cooperative Game
",$22.40,,,,,,
It's a Wonderful World ,146,2019,16567,7.70089,7.41966,1.24679,2.3148,432,139459,22,1,5,4,4.0,306,Strategy ,116,7.4509,"Closed Drafting
End Game Bonuses
Hand Management
Set Collection
Simultaneous Action Selection
Solo / Solitaire Game
",$44.66,,,,,,
Hadrian's Wall ,147,2021,6311,8.05161,7.41382,1.21437,3.115,226,35868,4,1,3,1,1.0,251,Strategy ,95,7.53705,"Hand Management
Paper-and-Pencil
Solo / Solitaire Game
Tech Trees / Tech Tracks
",$49.90,,,,,,
Stone Age ,148,2008,51350,7.53213,7.41216,1.24702,2.4622,3001,207881,28,2,4,4,4.0,967,Strategy ,136,7.3958,"Contracts
Dice Rolling
End Game Bonuses
Set Collection
Turn Order: Progressive
Worker Placement
",$46.49,Family ,25,7.42736,,,
Legendary Encounters: An Alien Deck Building Game ,149,2014,12950,7.76081,7.41102,1.36573,2.6998,473,48960,5,1,4,3,3.0,261,Thematic,35,7.5181,"Cooperative Game
Deck, Bag, and Pool Building
Delayed Purchase
Events
Hidden Roles
Open Drafting
",Unknown,,,,,,
Ticket to Ride: Europe ,150,2005,72411,7.53032,7.40876,1.1936,1.9217,3846,220275,6,2,5,4,4.0,996,Family ,28,7.42004,"Connections
Contracts
End Game Bonuses
Hand Management
Network and Route Building
Open Drafting
",$33.80,,,,,,
Terraforming Mars: Ares Expedition ,151,2021,14939,7.70497,7.40709,1.38634,2.9083,360,62273,4,1,4,3,3.0,284,Strategy ,117,7.44596,"End Game Bonuses
Follow
Hand Management
Income
Set Collection
Simultaneous Action Selection
",$27.99,,,,,,
The Lord of the Rings: The Card Game ,152,2011,23695,7.66053,7.4016,1.55491,3.2066,1433,261599,7,1,2,2,2.0,727,Customizable,8,7.5083,"Cooperative Game
Deck Construction
Events
Hand Management
Scenario / Mission / Campaign Game
Solo / Solitaire Game
",$74.99,,,,,,
Ra ,153,1999,23260,7.57222,7.40143,1.33527,2.3388,1836,91132,3,2,5,3,4.0,497,Strategy ,122,7.43842,"Auction/Bidding
Auction: Once Around
Closed Economy Auction
Constrained Bidding
Push Your Luck
Set Collection
",$49.99,,,,,,
Marco Polo II: In the Service of the Khan ,154,2019,6693,7.98943,7.40122,1.15008,3.382,233,22050,5,2,4,3,3.0,114,Strategy ,96,7.53141,"Contracts
Dice Rolling
Point to Point Movement
Resource to Move
Variable Player Powers
Worker Placement
",Unknown,,,,,,
Star Wars: X-Wing Miniatures Game ,155,2012,24706,7.64137,7.40007,1.43672,2.4939,1146,103584,13,2,2,2,2.0,357,War ,60,7.35259,"Action Queue
Critical Hits and Failures
Dice Rolling
Line of Sight
Movement Template
Player Elimination
",$64.44,Customizable,12,7.37308,,,
Viscounts of the West Kingdom ,156,2020,8767,7.87062,7.39823,1.20588,3.4615,377,30038,3,1,4,3,3.0,195,Strategy ,105,7.49528,"Area Majority / Influence
Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
King of the Hill
Modular Board
",$39.99,,,,,,
Istanbul ,157,2014,30331,7.54838,7.39676,1.14839,2.5826,1095,98369,16,2,5,4,4.0,362,Strategy ,132,7.40904,"Contracts
Dice Rolling
Grid Movement
Modular Board
Network and Route Building
Pick-up and Deliver
",$65.67,Family ,23,7.43363,,,
Magic: The Gathering ,158,1993,38325,7.56749,7.39584,1.84375,3.2492,2267,648703,11,2,2,2,2.0,586,Customizable,17,7.26353,"Betting and Bluffing
Closed Drafting
Deck Construction
Hand Management
Income
Interrupts
",$77.97,,,,,,
Welcome To... ,159,2018,28728,7.55083,7.39439,1.13309,1.833,533,235919,16,1,12,3,4.0,300,Family ,24,7.42843,"Bingo
Contracts
Paper-and-Pencil
Pattern Building
Simultaneous Action Selection
Solo / Solitaire Game
",$35.95,,,,,,
Xia: Legends of a Drift System ,160,2014,9562,7.86846,7.39354,1.56493,3.1863,365,21433,6,2,4,3,3.0,239,Thematic,33,7.53634,"Action Points
Dice Rolling
Grid Movement
Map Addition
Modular Board
Pick-up and Deliver
",Unknown,Strategy ,112,7.46347,,,
That's Pretty Clever! ,161,2018,22651,7.58495,7.39291,1.12669,1.8762,509,288659,10,1,4,2,2.0,361,Family ,21,7.43866,"Dice Rolling
Highest-Lowest Scoring
Paper-and-Pencil
Re-rolling and Locking
Solo / Solitaire Game
",$20.99,,,,,,
Glen More II: Chronicles ,162,2019,7476,7.92257,7.39282,1.14975,3.0335,269,21324,2,2,4,3,3.0,151,Strategy ,103,7.50971,"Commodity Speculation
Grid Movement
Market
Set Collection
Tile Placement
Turn Order: Time Track
",$84.99,,,,,,
Tyrants of the Underdark ,163,2016,8269,7.90986,7.39018,1.21418,2.5412,194,26300,1,2,4,4,4.0,166,Strategy ,108,7.48573,"Area Majority / Influence
Connections
Deck, Bag, and Pool Building
Delayed Purchase
Variable Set-up
Zone of Control
",$38.50,,,,,,
Undaunted: Normandy ,164,2019,10306,7.815,7.3893,1.21872,2.2538,264,40127,11,2,2,2,2.0,147,War ,28,7.50378,"Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Modular Board
Open Drafting
Simulation
",$38.38,,,,,,
SCOUT ,165,2019,9518,7.79355,7.38631,1.16011,1.3642,173,65078,2,3,5,4,4.0,277,Family ,16,7.48891,"Hand Management
Ladder Climbing
Score-and-Reset Game
",$42.99,,,,,,
Chaos in the Old World ,166,2009,15412,7.66577,7.37678,1.48107,3.1998,926,27118,9,3,4,4,4.0,419,Thematic,42,7.45048,"Action Points
Area Majority / Influence
Area Movement
Dice Rolling
Events
Hand Management
",Unknown,Strategy ,130,7.41292,,,
Jaipur ,167,2009,48710,7.49034,7.37665,1.10619,1.467,1681,233752,12,2,2,2,2.0,439,Family ,32,7.39388,"Hand Management
Hidden Victory Points
Market
Open Drafting
Score-and-Reset Game
Set Collection
",$23.90,,,,,,
War Chest ,168,2018,8828,7.86442,7.37524,1.35442,2.3059,219,48885,2,2,2,2,2.0,156,Abstract ,6,7.45551,"Area Majority / Influence
Deck, Bag, and Pool Building
Delayed Purchase
Grid Movement
Hand Management
Hexagon Grid
",$49.99,,,,,,
War of the Ring ,169,2004,10556,7.77294,7.37337,1.6376,3.8436,1413,14059,6,2,2,2,2.0,331,War ,20,7.63353,"Action Points
Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Dice Rolling
Events
",$82.94,Thematic,36,7.51373,,,
Radlands ,170,2021,7994,7.9191,7.3696,1.2882,2.2541,181,31581,5,2,2,2,2.0,91,Strategy ,124,7.43234,"Action Points
Action Queue
Hand Management
Take That
Variable Player Powers
",$31.62,,,,,,
Descent: Journeys in the Dark (Second Edition) ,171,2012,24910,7.62664,7.36282,1.47987,3.2122,1150,70850,3,2,5,5,5.0,449,Thematic,51,7.38467,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Hand Management
Line of Sight
",$167.90,,,,,,
This War of Mine: The Board Game ,172,2017,12307,7.78365,7.36227,1.55679,3.3025,433,24050,10,1,3,1,1.0,477,Thematic,43,7.44942,"Action Points
Cooperative Game
Dice Rolling
Events
Grid Movement
Narrative Choice / Paragraph
",$68.09,,,,,,
Azul: Summer Pavilion ,173,2019,14281,7.66183,7.36147,1.16357,2.0526,304,56843,9,2,4,2,3.0,156,Abstract ,4,7.50221,"End Game Bonuses
Open Drafting
Pattern Building
Set Collection
Tile Placement
Turn Order: Claim Action
",$40.76,Family ,22,7.43557,,,
Dominion (Second Edition) ,174,2016,8874,7.846,7.35967,1.37889,2.1648,182,48004,0,2,4,2,3.0,123,Strategy ,135,7.39664,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Take That
Variable Set-up
",$36.34,,,,,,
Memoir '44 ,175,2004,29381,7.54052,7.35584,1.38233,2.2753,2339,153791,6,2,2,2,2.0,335,War ,65,7.31673,"Area Majority / Influence
Campaign / Battle Card Driven
Command Cards
Dice Rolling
Die Icon Resolution
Grid Movement
",Unknown,,,,,,
Horrified ,176,2019,14676,7.67371,7.35,1.13671,2.0473,317,44162,5,1,5,3,3.0,206,Thematic,49,7.3957,"Action Points
Cooperative Game
Dice Rolling
Pick-up and Deliver
Point to Point Movement
Solo / Solitaire Game
",$34.99,Family ,31,7.39958,,,
Cosmic Encounter ,177,2008,31917,7.5273,7.34733,1.7022,2.5843,1405,78826,2,4,5,5,5.0,668,Thematic,65,7.28931,"Alliances
Card Play Conflict Resolution
Hand Management
Interrupts
Negotiation
Prisoner's Dilemma
",$55.99,Strategy ,170,7.31517,,,
Railways of the World ,178,2005,12071,7.6735,7.34678,1.34213,3.0175,1375,33827,4,3,6,5,5.0,228,Strategy ,127,7.41592,"Action Points
Connections
End Game Bonuses
Hexagon Grid
Income
Loans
",$149.99,,,,,,
Unmatched: Cobble & Fog ,179,2020,6144,8.02168,7.34545,1.2549,1.9691,97,14895,3,2,2,2,2.0,71,Strategy ,123,7.43536,"Action Points
Card Play Conflict Resolution
Hand Management
Point to Point Movement
Team-Based Game
Variable Player Powers
",$38.97,,,,,,
Castles of Mad King Ludwig ,180,2014,24946,7.51889,7.34224,1.24583,2.6512,860,81784,20,2,4,4,4.0,342,Strategy ,152,7.35991,"End Game Bonuses
Hidden Victory Points
I Cut, You Choose
Increase Value of Unchosen Resources
Pattern Building
Set Collection
",Unknown,,,,,,
The Resistance: Avalon ,181,2012,32227,7.52537,7.34185,1.51098,1.7375,1036,132475,4,5,10,7,8.0,463,Party ,12,7.31804,"Finale Ending
Hidden Roles
Roles with Asymmetric Information
Simultaneous Action Selection
Team-Based Game
Traitor Game
",$23.99,,,,,,
Splendor Duel ,182,2022,6148,7.9928,7.3399,1.07387,1.9776,134,31554,7,2,2,2,2.0,55,Strategy ,120,7.4392,"Contracts
Open Drafting
Race
Set Collection
",$29.99,Family ,18,7.48457,,,
Sagrada ,183,2017,38247,7.48344,7.33975,1.15904,1.924,789,236359,12,1,4,2,2.0,463,Abstract ,10,7.3015,"Contracts
Dice Rolling
End Game Bonuses
Grid Coverage
Open Drafting
Pattern Building
",$44.95,Family ,35,7.36109,,,
Ora et Labora ,184,2011,10758,7.68883,7.33611,1.36466,3.8896,670,21736,11,1,4,3,3.0,209,Strategy ,125,7.42334,"Increase Value of Unchosen Resources
Modular Board
Network and Route Building
Worker Placement
Worker Placement, Different Worker Types
",$69.99,,,,,,
Sekigahara: The Unification of Japan ,185,2011,5580,8.00498,7.33459,1.30017,2.7875,367,11418,6,2,2,2,2.0,71,War ,5,7.80962,"Action Points
Card Play Conflict Resolution
Force Commitment
Hand Management
Point to Point Movement
Secret Unit Deployment
",$59.72,,,,,,
Too Many Bones: Undertow ,186,2018,2964,8.6922,7.33139,1.32235,4.0084,119,6810,5,1,2,2,2.0,60,Thematic,17,7.80802,"Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Die Icon Resolution
Minimap Resolution
Role Playing
",Unknown,Strategy ,88,7.55276,,,
A Game of Thrones: The Board Game (Second Edition) ,187,2011,33365,7.54433,7.32991,1.53769,3.7231,1701,36484,2,4,6,6,6.0,984,Strategy ,171,7.30637,"Advantage Token
Alliances
Area Movement
Auction: Sealed Bid
Auction/Bidding
Card Play Conflict Resolution
",$51.43,,,,,,
Ticket to Ride: Nordic Countries ,188,2007,13640,7.62843,7.32901,1.22078,1.9779,589,47946,0,2,3,3,3.0,222,Family ,30,7.40548,"Hand Management
Network and Route Building
Open Drafting
Push Your Luck
Set Collection
",$79.99,,,,,,
Nemesis: Lockdown ,189,2022,4083,8.40893,7.32855,1.43886,3.891,156,7927,2,1,5,4,4.0,96,Thematic,25,7.64717,"Cooperative Game
Dice Rolling
Hidden Roles
Modular Board
Player Elimination
Semi-Cooperative Game
",$152.99,,,,,,
Dune ,190,2019,7571,7.95712,7.32637,1.59099,3.9939,330,9145,6,5,6,6,6.0,205,Thematic,45,7.4289,"Alliances
Area Majority / Influence
Area Movement
Auction/Bidding
Bribery
Force Commitment
",$50.71,Strategy ,141,7.38632,,,
The Red Cathedral ,191,2020,10009,7.74107,7.32613,1.08069,2.8209,335,32486,6,1,4,3,3.0,235,Strategy ,142,7.38236,"Area Majority / Influence
Contracts
Dice Rolling
End Game Bonuses
Rondel
Solo / Solitaire Game
",$39.99,,,,,,
Dead of Winter: A Crossroads Game ,192,2014,45129,7.48131,7.32437,1.43932,3.0123,1623,77021,17,3,5,4,4.0,683,Thematic,64,7.29005,"Action Points
Area Movement
Dice Rolling
Hand Management
Narrative Choice / Paragraph
Push Your Luck
",$47.96,,,,,,
Suburbia ,193,2012,24624,7.4862,7.32232,1.24909,2.7664,989,73145,5,1,4,3,3.0,363,Strategy ,159,7.34614,"Auction: Dutch
Catch the Leader
End Game Bonuses
Hexagon Grid
Open Drafting
Set Collection
",$69.95,,,,,,
