Title,ObjectID,Link,Rank,Year,Designers,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,NumGeekLists,NumTrading,NumWanting,NumWish,NumOwned,NumComments,NumWantToPlay,NumFans,Views,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Expansions,Categories,GameCategory_1,RankCategory_1,ScoreCategory_1,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Order Overload: Cafe ,361214,https://boardgamegeek.com/boardgame/361214/order-overload-cafe,4325,2022,['Jun Sasaki'],742,6.80387,5.82116,1.45198,1.2308,13,4660,1,87,28,81,760,1874,116,428,60,67426,3.0,6.0,4.0,4.0,17,20,20,"['Cooperative Game', 'Memory']",[],[],,,,,,,,,,
Rage ,568,https://boardgamegeek.com/boardgame/568/rage,4478,1983,['(Uncredited)'],2069,6.19675,5.80602,1.51326,1.471,155,8286,0,868,188,31,176,5224,807,156,38,207889,3.0,8.0,5.0,6.0,30,45,45,"['Hand Management', 'Trick-taking']",[],['Card Game'],Family,1459.0,5.86115,32.99,,,,,,
Drakon (Fourth Edition) ,171630,https://boardgamegeek.com/boardgame/171630/drakon-fourth-edition,4499,2015,['Tom Jolly'],1125,6.4686,5.80382,1.37933,1.4571,35,3031,0,217,63,23,270,2079,234,135,65,141346,3.0,6.0,4.0,4.0,16,20,60,"['Grid Movement', 'Modular Board', 'Network and Route Building', 'Race', 'Tile Placement', 'Variable Player Powers']",[],"['Fantasy', 'Maze', 'Miniatures']",Thematic,869.0,5.93033,,Family,1462.0,5.86105,,,
Black Stories ,18803,https://boardgamegeek.com/boardgame/18803/black-stories,4496,2004,['Holger Bösch'],5258,5.98841,5.8041,1.57775,1.2581,217,18107,0,559,235,45,362,10018,902,208,94,427979,2.0,11.0,4.0,6.0,52,20,20,['Storytelling'],['Black Stories: Promostory Ärztlicher Rat'],"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder / Mystery', 'Party Game']",Party,422.0,5.84403,,,,,,,
Gravity Superstar ,254088,https://boardgamegeek.com/boardgame/254088/gravity-superstar,4518,2018,['Julian Allain'],794,6.65245,5.80217,1.10067,1.3077,13,3223,0,92,26,19,168,1173,160,114,29,53127,2.0,6.0,4.0,4.0,9,15,30,"['Grid Movement', 'Hand Management', 'Modular Board']",[],['Video Game Theme'],Family,1382.0,5.89323,17.99,,,,,,
Light Speed ,5534,https://boardgamegeek.com/boardgame/5534/light-speed,4545,2003,"['James Ernest', 'Tom Jolly']",1247,6.33795,5.79985,1.39144,1.1667,150,3185,1,484,66,48,214,1712,572,157,40,123782,2.0,4.0,4.0,4.0,27,10,10,['Tile Placement'],[],"['Action / Dexterity', 'Fighting', 'Print & Play', 'Real-time', 'Science Fiction']",Thematic,867.0,5.93096,,Party,322.0,5.98216,,,
iKNOW ,130680,https://boardgamegeek.com/boardgame/130680/iknow,4592,2012,[],1345,6.37017,5.7957,1.58973,1.4167,48,4051,5,128,41,6,114,2289,178,64,18,102943,3.0,6.0,5.0,6.0,21,60,60,['Betting and Bluffing'],[],"['Card Game', 'Party Game', 'Trivia']",Party,354.0,5.93355,,,,,,,
Bluff Jubiläumsausgabe ,245136,https://boardgamegeek.com/boardgame/245136/bluff-jubilaumsausgabe,4543,2017,['Richard Borg'],723,6.7699,5.7999,1.49578,1.1,30,4066,0,33,9,8,72,1359,116,45,19,55655,3.0,6.0,4.0,6.0,15,30,30,"['Dice Rolling', 'Player Elimination']",[],['Bluffing'],Party,290.0,6.03983,,,,,,,
Hart an der Grenze ,22237,https://boardgamegeek.com/boardgame/22237/hart-an-der-grenze,4575,2005,"['Sérgio Halaban', 'André Zatz']",1003,6.47417,5.79715,1.35006,1.4103,117,1666,4,325,36,95,249,1010,339,102,25,120180,4.0,6.0,5.0,6.0,20,40,40,['Hand Management'],[],"['Bluffing', 'Card Game', 'Party Game']",Party,288.0,6.04497,,,,,,,
Unspeakable Words ,24304,https://boardgamegeek.com/boardgame/24304/unspeakable-words,4587,2007,"['James Ernest', 'Mike Selinker']",1627,6.22922,5.796,1.3835,1.3153,111,4680,2,644,96,58,453,3094,502,170,56,173394,2.0,6.0,4.0,4.0,14,30,30,"['Dice Rolling', 'Hand Management', 'Player Elimination', 'Push Your Luck', 'Spelling']","['Unspeakable Words: ""Unspeakable Letter"" Promo Card']","['Card Game', 'Horror', 'Word Game']",Party,362.0,5.92364,,Family,1517.0,5.83905,,,
Fairy Tile ,220780,https://boardgamegeek.com/boardgame/220780/fairy-tile,4626,2018,"['Matthew Dunstan', 'Brett J. Gilbert']",1427,6.30979,5.7928,1.36156,1.3043,23,4396,1,313,79,33,338,2987,304,229,76,122098,2.0,4.0,4.0,4.0,17,30,30,"['Storytelling', 'Tile Placement']",[],"[""Children's Game"", 'Fantasy', 'Medieval']",Family,1447.0,5.86398,,,,,,,
Trial by Trolley ,282171,https://boardgamegeek.com/boardgame/282171/trial-by-trolley,4685,2020,['Scott Houser'],3895,6.03237,5.78767,1.66354,1.0286,70,7709,2,387,171,33,565,10218,634,323,155,285994,3.0,10.0,5.0,5.0,46,30,90,"['Hand Management', 'Player Judge', 'Simultaneous Action Selection']","['Travel by Trolley', 'Trial by Trolley: Derailed Bonus Pack', 'Trial by Trolley: Kickstarter Expansion', 'Trial by Trolley: R-Rated Modifier Expansion', 'Trial by Trolley: R-Rated Track Expansion', 'Trial by Trolley: Thank You Exclusive Pack']","['Mature / Adult', 'Party Game']",Party,446.0,5.81149,25.0,,,,,,
Igel Ärgern ,95,https://boardgamegeek.com/boardgame/95/igel-argern,4652,1990,"['Doris Matthäus', 'Frank Nestel']",1071,6.39253,5.79067,1.36299,1.378,127,4670,0,327,30,58,135,1214,378,74,16,83240,2.0,6.0,4.0,4.0,22,30,30,"['Grid Movement', 'Race', 'Roll / Spin and Move']",[],"['Animals', ""Children's Game"", 'Dice']",Family,1438.0,5.86784,,,,,,,
Abandon Ship ,41636,https://boardgamegeek.com/boardgame/41636/abandon-ship,4665,2008,['Reiner Knizia'],1154,6.34698,5.78907,1.23106,1.2222,90,4270,2,591,72,47,152,1485,393,107,24,115607,3.0,7.0,4.0,5.0,28,30,30,"['Area Movement', 'Dice Rolling']",[],"['Animals', 'Bluffing', 'Nautical']",Family,1446.0,5.86478,,,,,,,
Zero Down ,651,https://boardgamegeek.com/boardgame/651/zero-down,4666,1998,['Reiner Knizia'],979,6.48202,5.78907,1.30128,1.2364,55,5664,0,235,28,26,122,1697,214,106,29,105325,3.0,5.0,4.0,4.0,24,20,20,"['Open Drafting', 'Set Collection']",[],['Card Game'],Family,1442.0,5.86707,34.99,,,,,,
Gloria Picktoria ,247,https://boardgamegeek.com/boardgame/247/gloria-picktoria,4689,1996,"['Mick Ado', 'Alan R. Moon']",1146,6.38245,5.78709,1.19247,1.3969,131,2369,3,495,136,33,119,2228,490,89,8,105924,3.0,5.0,4.0,4.0,31,45,45,"['Open Drafting', 'Set Collection']",[],['Card Game'],Family,1460.0,5.86114,,,,,,,
Paku Paku ,214491,https://boardgamegeek.com/boardgame/214491/paku-paku,4631,2017,['Antoine Bauza'],955,6.4932,5.79254,1.39365,1.0,11,5842,0,101,31,37,180,2151,154,124,30,67697,3.0,6.0,5.0,5.0,19,10,10,"['Dice Rolling', 'Real-Time']",[],"['Action / Dexterity', 'Dice', 'Party Game', 'Real-time']",Party,300.0,6.02006,,,,,,,
Corsari ,8552,https://boardgamegeek.com/boardgame/8552/corsari,4705,2003,['Leo Colovini'],1044,6.41761,5.78524,1.33629,1.4789,142,5684,2,389,46,42,117,1535,476,67,17,108021,2.0,4.0,4.0,4.0,20,30,30,"['Hand Management', 'Open Drafting', 'Pattern Building', 'Set Collection']",[],"['Card Game', 'Nautical', 'Pirates']",Family,1449.0,5.86314,,,,,,,
Zombie Fluxx ,29387,https://boardgamegeek.com/boardgame/29387/zombie-fluxx,4712,2007,['Andrew Looney'],6790,5.98745,5.78491,1.66861,1.4375,368,15046,3,1212,436,25,306,14666,1419,143,256,202091,2.0,6.0,4.0,4.0,51,10,40,"['Hand Management', 'Set Collection', 'Take That']","['Fluxx Dice', 'Fluxx Promo Cards', 'Fluxx: BoardGameGeek Expansion', 'Solo Fluxx', 'Zombie Fluxx: Flame-Thrower Expansion Pack']","['Card Game', 'Zombies']",Party,544.0,5.68801,19.95,Family,1722.0,5.76149,,,
Side Effects ,230765,https://boardgamegeek.com/boardgame/230765/side-effects,4773,2017,"['Jen Igartua', 'Jade Shames', 'Kat Thek']",868,6.75085,5.78067,1.6764,1.15,20,3445,0,117,33,12,355,2361,187,201,126,128281,3.0,8.0,5.0,6.0,10,10,30,['Take That'],"['Side Effect: Caffeine Boost', 'Side Effects: Booster Shot']","['Card Game', 'Mature / Adult', 'Party Game', 'Racing']",,,,,,,,,,
Ravine ,237728,https://boardgamegeek.com/boardgame/237728/ravine,4722,2017,['Mathew Sisson'],1370,6.41641,5.78353,1.7339,1.1429,28,4675,0,213,70,34,537,3202,312,321,129,154363,3.0,6.0,5.0,6.0,12,15,20,"['Cooperative Game', 'Player Elimination', 'Push Your Luck', 'Trading']",['Ravine: The Spirits Expansion'],"['Card Game', 'Party Game']",Family,1590.0,5.81197,,,,,,,
Smile ,227893,https://boardgamegeek.com/boardgame/227893/smile,4744,2017,['Michael Schacht'],831,6.59302,5.78268,1.28696,1.0909,11,3641,0,221,61,30,234,1582,208,176,41,85126,3.0,5.0,5.0,5.0,8,30,30,"['Auction / Bidding', 'Closed Economy Auction', 'Increase Value of Unchosen Resources', 'Push Your Luck']",[],"['Card Game', ""Children's Game""]",,,,,,,,,,
In a Grove ,102181,https://boardgamegeek.com/boardgame/102181/in-a-grove,4702,2010,['Jun Sasaki'],1238,6.33887,5.78571,1.46162,1.4583,48,3533,1,278,60,36,288,2662,277,223,69,127427,3.0,5.0,4.0,5.0,26,20,20,['Memory'],[],"['Bluffing', 'Deduction', 'Murder / Mystery']",Abstract,276.0,5.98475,,Party,337.0,5.96423,,,
Ship Shape: It's a Smuggler's Bounty! ,255594,https://boardgamegeek.com/boardgame/255594/ship-shape-its-a-smugglers-bounty,4763,2019,['Rob Daviau'],619,6.80346,5.78116,1.28586,1.4,10,2735,1,172,28,43,262,1101,138,215,31,68803,3.0,6.0,4.0,5.0,11,20,40,['Auction / Bidding'],[],"['Bluffing', 'Card Game', 'Pirates']",Family,1417.0,5.87892,33.99,,,,,,
Clubs ,125924,https://boardgamegeek.com/boardgame/125924/clubs,4742,2013,['Dominic Crapuchettes'],888,6.5072,5.7828,1.26763,1.4167,48,4694,1,542,72,15,122,1580,323,100,27,109417,2.0,6.0,4.0,6.0,16,30,30,"['Ladder Climbing', 'Push Your Luck']",[],['Card Game'],Family,1439.0,5.86772,,,,,,,
That's Not a Hat: Pop Culture ,406663,https://boardgamegeek.com/boardgame/406663/thats-not-a-hat-pop-culture,4605,2024,['Kasper Lapp'],442,7.25027,5.79496,1.22884,1.25,8,3179,0,36,8,17,105,1483,82,67,23,27423,3.0,7.0,5.0,5.0,5,15,15,['Memory'],[],"['Bluffing', 'Memory', 'Party Game']",,,,,,,,,,
Sitting Ducks Gallery ,17027,https://boardgamegeek.com/boardgame/17027/sitting-ducks-gallery,4723,2005,['Keith Meyers'],2059,6.15583,5.78353,1.46811,1.1061,179,6550,2,456,80,10,111,3437,476,82,36,118443,4.0,6.0,6.0,6.0,29,20,20,"['Hand Management', 'Open Drafting']","['Sitting Ducks Gallery Expansion', 'Sitting Ducks Gallery: Give Peace a Chance', 'Sitting Ducks: ""Ent-fernung"" Promo Card', 'Sitting Ducks: Ent-Bindung Promo']","['Animals', 'Card Game']",Family,1542.0,5.82459,,,,,,,
Voodoo ,154880,https://boardgamegeek.com/boardgame/154880/voodoo,4745,2014,"['Francesco Giovo', 'Marco Valtriani']",1649,6.30614,5.78267,1.56845,1.1556,45,2767,0,453,124,7,153,3943,268,99,61,98878,3.0,6.0,4.0,5.0,14,30,30,"['Acting', 'Dice Rolling', 'Hand Management']","['VooDoo: Kickstarter Bonus Cards', 'Vudù Dollz: Aattla', 'Vudù: Comics vs Manga', 'Vudù: Double Trouble', 'Vudù: IoGioco promo card', 'Vudù: Mondi Paralleli']","['Action / Dexterity', 'Humor', 'Party Game']",Party,407.0,5.86734,,,,,,,
Da Vinci Code ,8946,https://boardgamegeek.com/boardgame/8946/da-vinci-code,4783,2002,"['Hiroaki Suzuki', 'Eiji Wakasugi']",2188,6.11291,5.77988,1.36824,1.4866,187,10172,2,589,128,12,110,3379,639,92,36,186299,2.0,4.0,4.0,4.0,29,15,15,[],[],['Deduction'],Abstract,309.0,5.9256,,,,,,,
Igloo Pop ,8668,https://boardgamegeek.com/boardgame/8668/igloo-pop,4785,2003,"['Heinz Meister', 'Klaus Zoch']",1277,6.25902,5.77963,1.28883,1.0877,114,4014,3,533,49,83,269,1435,507,148,22,107586,2.0,6.0,4.0,5.0,17,15,20,"['Betting and Bluffing', 'Simultaneous Action Selection']",[],"['Action / Dexterity', ""Children's Game""]",Children's,98.0,6.19042,,Family,1484.0,5.85169,,,
Gorus Maximus ,253756,https://boardgamegeek.com/boardgame/253756/gorus-maximus,4787,2018,['Conor McGoey'],1121,6.38369,5.7796,1.52883,1.4,20,3376,0,386,101,28,228,2329,309,164,129,133957,1.0,1.0,6.0,6.0,19,20,45,"['Solo / Solitaire Game', 'Team-Based Game', 'Trick-taking']",['Gorus Maximus: ManBearPig'],['Card Game'],Family,1497.0,5.84504,,,,,,,
Mini Kubb ,130006,https://boardgamegeek.com/boardgame/130006/mini-kubb,4840,0,[],403,7.2497,5.77568,1.33142,1.25,12,0,0,74,8,3,50,840,105,38,9,35096,2.0,8.0,4.0,4.0,4,15,15,[],[],['Action / Dexterity'],,,,,,,,,,
Gold Fever ,234120,https://boardgamegeek.com/boardgame/234120/gold-fever,4827,2017,['Daniel Skjold Pedersen'],903,6.55757,5.77657,1.5459,1.05,20,10627,2,138,13,15,127,1413,146,60,24,68179,3.0,5.0,4.0,5.0,15,10,15,"['Push Your Luck', 'Set Collection']",[],"[""Children's Game"", 'Party Game', 'Real-time']",,,,,,,,,,
Anno Domini: Erfindungen ,3137,https://boardgamegeek.com/boardgame/3137/anno-domini-erfindungen,4860,1999,['Urs Hostettler'],690,6.69905,5.77427,1.2306,1.4681,47,1125,1,59,22,7,48,1419,110,20,6,47178,3.0,8.0,4.0,6.0,13,30,30,[],"['Anno Domini: Mixed Edition', 'Anno Domini: Probespiel']","['Bluffing', 'Party Game', 'Trivia']",Party,294.0,6.0345,,,,,,,
Timeline: Classic ,257284,https://boardgamegeek.com/boardgame/257284/timeline-classic,4854,2018,['Frédéric Henry'],597,6.76332,5.77475,1.15119,1.1429,14,2452,0,37,13,14,80,1691,112,32,10,42030,1.0,6.0,4.0,4.0,6,15,15,[],[],"['Card Game', 'Educational', 'Trivia']",,,,,,,,,,
Wacky Races: The Board Game ,256729,https://boardgamegeek.com/boardgame/256729/wacky-races-the-board-game,4814,2019,"['Andrea Chiarvesio', 'Fabio Tola']",969,6.57101,5.77755,1.69614,1.2083,24,3311,0,170,45,44,362,2341,227,171,131,161354,1.0,6.0,4.0,6.0,22,20,20,"['Hand Management', 'Modular Board', 'Race', 'Take That', 'Variable Player Powers']",[],"['Humor', 'Movies / TV / Radio theme', 'Racing']",Family,1518.0,5.83837,,,,,,,
Harry Potter Strike Dice Game ,300329,https://boardgamegeek.com/boardgame/300329/harry-potter-strike-dice-game,4812,2020,['Dieter Nüßle'],694,6.71173,5.7776,1.37195,1.125,8,10313,0,82,35,30,128,1590,118,76,25,52521,3.0,5.0,4.0,5.0,6,15,15,"['Dice Rolling', 'Player Elimination']",[],['Dice'],Family,1469.0,5.85829,,,,,,,
Nicht die Bohne! ,192,https://boardgamegeek.com/boardgame/192/nicht-die-bohne,4884,1999,['Horst-Rainer Rösner'],1104,6.31776,5.77199,1.51022,1.3486,109,3098,1,278,36,42,129,1400,321,74,15,77065,4.0,6.0,5.0,6.0,25,45,45,"['Simultaneous Action Selection', 'Trading']",[],['Card Game'],Family,1500.0,5.84454,,,,,,,
Let's Summon Demons ,325829,https://boardgamegeek.com/boardgame/325829/lets-summon-demons,4881,2021,['Ben Stoll'],626,6.86966,5.77212,1.57665,1.3077,13,2542,0,85,14,28,249,1643,134,159,70,80864,2.0,5.0,4.0,4.0,10,20,40,"['Dice Rolling', 'Open Drafting', 'Random Production', 'Set Collection', 'Take That']",[],"['Card Game', 'Fantasy', 'Horror']",Party,343.0,5.95468,,,,,,,
BONK ,230852,https://boardgamegeek.com/boardgame/230852/bonk,4857,2017,['David Harvey'],742,6.59015,5.77464,1.52511,1.0,22,5354,3,170,24,10,113,1091,144,92,14,100027,4.0,4.0,4.0,4.0,23,10,10,['Score-and-Reset Game'],[],['Action / Dexterity'],Party,277.0,6.06215,,,,,,,
Rafter Five ,405538,https://boardgamegeek.com/boardgame/405538/rafter-five,4805,2023,"['ましう (Mashiu)', 'Jun Sasaki']",635,6.75435,5.77816,1.16591,1.1,10,2826,0,69,18,51,323,1617,126,221,42,45512,2.0,6.0,4.0,4.0,9,20,20,"['Layering', 'Player Elimination', 'Single Loser Game', 'Stacking and Balancing']",['Ohne Floß nix los: König'],['Action / Dexterity'],,,,,,,,,,
Tokyo Highway: Rainbow City ,404513,https://boardgamegeek.com/boardgame/404513/tokyo-highway-rainbow-city,4778,2023,"['Naotaka Shimamoto', 'Yoshiaki Tomioka']",356,7.53328,5.7806,1.0708,1.2,5,1003,0,47,16,51,292,1626,112,168,66,44145,2.0,4.0,4.0,4.0,4,30,50,"['Network and Route Building', 'Stacking and Balancing']",['Tokyo Highway: Rainbow City – SOLO'],['Action / Dexterity'],,,,,,,,,,
Ransom Notes ,349812,https://boardgamegeek.com/boardgame/349812/ransom-notes,4890,2021,"['Evan Katz', 'Josh Roberts']",797,6.6288,5.7715,1.59021,1.0,17,2150,0,73,25,38,348,2589,176,201,45,71225,4.0,6.0,5.0,6.0,5,30,90,"['Player Judge', 'Turn Order: Progressive']","['Ransom Notes: Expansion Pack', 'Ransom Notes: Not Safe for Work Expansion']","['Party Game', 'Word Game']",,,,34.99,,,,,,
Punto ,259069,https://boardgamegeek.com/boardgame/259069/punto,4909,2018,['Bernhard Weber'],827,6.57062,5.7701,1.34901,1.0909,22,6794,1,48,22,5,93,2492,111,55,27,52823,2.0,4.0,4.0,4.0,13,20,20,"['Pattern Building', 'Team-Based Game', 'Tile Placement']",[],['Abstract Strategy'],Abstract,240.0,6.05886,,,,,,,
Ramen Fury ,265524,https://boardgamegeek.com/boardgame/265524/ramen-fury,4912,2019,"['Forrest-Pruzan Creative', 'Prospero Hall', 'Chris Rowlands']",1808,6.23445,5.76992,1.39429,1.1892,37,4702,0,314,134,6,188,5923,375,158,63,157815,2.0,5.0,4.0,4.0,27,30,30,"['Hand Management', 'Set Collection', 'Take That']",[],['Card Game'],Family,1622.0,5.80233,8.8,,,,,,
Nanatoridori ,387388,https://boardgamegeek.com/boardgame/387388/nanatoridori,4878,2023,['荒尾 俊樹 (Toshiki Arao)'],608,6.79095,5.77254,1.41921,1.0833,12,6083,1,90,11,43,219,669,121,127,40,53152,3.0,5.0,4.0,4.0,16,10,20,"['Hand Management', 'Ladder Climbing', 'Single Loser Game']",[],"['Animals', 'Card Game']",,,,,,,,,,
Nuclear Proliferation ,1212,https://boardgamegeek.com/boardgame/1212/nuclear-proliferation,4958,1992,['Douglas Malewicki'],798,6.56091,5.7657,1.50852,1.4844,64,416,1,108,36,28,72,1579,228,27,22,63346,4.0,6.0,5.0,5.0,3,30,30,"['Hand Management', 'Take That', 'Variable Player Powers']","['Nuclear War Bonus Pack #1', 'Nuclear War Booster Packs', 'Nuclear War: 250 Megatons Promo Card', 'Nuclear War: Alliance Promo Card', 'Nuclear War: Fold in Space Promo Card', 'Nuclear War: Mad Scientist Promo Card']","['Card Game', 'Modern Warfare', 'Negotiation', 'Political', 'Wargame']",Thematic,879.0,5.92082,,,,,,,
Déjà Vu ,217321,https://boardgamegeek.com/boardgame/217321/deja-vu,4968,2017,['Heinz Meister'],770,6.5663,5.76526,1.22472,1.0588,17,3497,2,111,28,25,133,1192,179,114,8,57869,2.0,5.0,4.0,4.0,5,15,15,"['Set Collection', 'Speed Matching']",[],"['Action / Dexterity', 'Memory', 'Party Game', 'Real-time']",Party,285.0,6.05581,,Family,1485.0,5.85159,,,
Decktective: Bloody-Red Roses ,286827,https://boardgamegeek.com/boardgame/286827/decktective-bloody-red-roses,4946,2019,"['Martino Chiacchiera', 'Silvano Sorrentino']",848,6.50686,5.76702,1.38936,1.1364,22,1014,0,112,72,27,145,1458,168,123,26,51672,2.0,5.0,4.0,4.0,15,60,60,"['Cooperative Game', 'Hand Management', 'Memory', 'Storytelling']",[],"['Card Game', 'Deduction', 'Murder / Mystery', 'Puzzle', 'Real-time']",Thematic,870.0,5.93011,,,,,,,
Cliffhanger ,31506,https://boardgamegeek.com/boardgame/31506/ziegen-kriegen,4961,2007,['Günter Burkhardt'],1445,6.18268,5.76543,1.25074,1.2177,124,6560,2,294,55,38,138,2441,390,80,23,84807,3.0,6.0,4.0,6.0,20,15,15,"['Betting and Bluffing', 'Trick-taking']",[],"['Animals', 'Card Game']",Family,1520.0,5.83677,,,,,,,
Sakura ,227029,https://boardgamegeek.com/boardgame/227029/sakura,4996,2018,['Reiner Knizia'],856,6.51281,5.76238,1.3341,1.4118,17,2752,0,190,50,46,237,1588,181,200,40,102079,2.0,5.0,4.0,4.0,16,20,40,"['Action Queue', 'Movement Points', 'Simultaneous Action Selection', 'Track Movement']",[],['Abstract Strategy'],Family,1511.0,5.84106,,,,,,,
Elevenses ,144388,https://boardgamegeek.com/boardgame/144388/elevenses,4980,2013,['David Harding (II)'],1386,6.21311,5.76379,1.38089,1.4,65,3047,1,569,108,25,267,2952,403,204,64,133282,2.0,4.0,4.0,4.0,31,30,30,['Hand Management'],[],"['Card Game', 'Print & Play']",Family,1588.0,5.81211,,,,,,,
Fool! ,256802,https://boardgamegeek.com/boardgame/256802/fool,4997,2018,['Friedemann Friese'],688,6.59304,5.76228,1.38085,1.0909,11,2811,0,254,26,45,174,1407,174,143,14,66157,4.0,8.0,5.0,6.0,14,15,15,"['Hand Management', 'Trick-taking']",[],['Card Game'],,,,,,,,,,
TAGS ,248002,https://boardgamegeek.com/boardgame/248002/tags,4995,2018,['Spartaco Albertarelli'],884,6.44538,5.7624,1.33036,1.1818,11,2480,0,235,91,21,208,1965,166,170,30,72071,2.0,4.0,4.0,4.0,8,20,40,[],[],"['Party Game', 'Real-time', 'Trivia', 'Word Game']",Party,304.0,6.01,11.95,,,,,,
Dance of Ibexes ,13005,https://boardgamegeek.com/boardgame/13005/dance-of-ibexes,4981,2004,['Wolfgang Kramer'],790,6.51697,5.76378,1.26372,1.3951,81,2969,2,171,26,46,129,892,235,76,15,74095,4.0,8.0,4.0,4.0,9,30,30,['Hand Management'],[],"['Animals', 'Humor', 'Number']",Family,1492.0,5.8481,,,,,,,
Batman Fluxx ,178210,https://boardgamegeek.com/boardgame/178210/batman-fluxx,5007,2015,['Andrew Looney'],1404,6.29587,5.76149,1.60745,1.4118,34,4146,0,192,65,13,172,4141,271,70,40,57898,2.0,6.0,4.0,4.0,10,5,30,"['Hand Management', 'Set Collection']","['Fluxx Dice', 'Fluxx Promo Cards', 'Solo Fluxx']","['Card Game', 'Movies / TV / Radio theme']",Party,404.0,5.8692,,,,,,,
Space Escape ,213882,https://boardgamegeek.com/boardgame/213882/space-escape,5029,2017,['Matt Leacock'],519,6.94443,5.75982,1.31689,1.4167,12,2655,0,173,32,26,209,1126,178,108,79,85410,2.0,4.0,4.0,4.0,5,20,20,"['Cooperative Game', 'Pick-up and Deliver', 'Point to Point Movement']",[],"['Animals', ""Children's Game"", 'Science Fiction']",Family,1516.0,5.83914,,,,,,,
Bugs in the Kitchen ,137909,https://boardgamegeek.com/boardgame/137909/bugs-in-the-kitchen,5062,2013,['Peter-Paul Joopen'],2339,6.04353,5.75752,1.39094,1.055,109,9344,13,585,117,40,261,4535,646,118,42,158348,2.0,4.0,4.0,4.0,31,15,20,"['Roll / Spin and Move', 'Variable Set-up']",[],"['Action / Dexterity', 'Animals', ""Children's Game"", 'Electronic']",Children's,166.0,5.95195,36.72,,,,,,
Loco Motive ,41052,https://boardgamegeek.com/boardgame/41052/loco-motive,5061,2009,['Walter Obert'],867,6.42879,5.75759,1.37045,1.0816,49,2344,2,238,38,25,129,1638,219,78,14,80289,4.0,4.0,6.0,6.0,13,15,15,"['Acting', 'Team-Based Game']",[],"['Action / Dexterity', 'Party Game', 'Puzzle', 'Real-time', 'Trains']",Party,302.0,6.01327,,,,,,,
MOW ,38984,https://boardgamegeek.com/boardgame/38984/mow,5081,2008,['Bruno Cathala'],1737,6.12053,5.7561,1.41718,1.08,125,7428,3,304,69,18,126,2718,413,83,34,135358,3.0,6.0,4.0,4.0,27,15,15,['Hand Management'],[],"['Animals', 'Card Game', 'Humor']",Family,1580.0,5.81444,,,,,,,
Dirty Pig ,118410,https://boardgamegeek.com/boardgame/118410/dirty-pig,5037,2012,['Frank Bebenroth'],2045,6.14091,5.7589,1.43158,1.0532,94,14796,5,216,56,19,144,4258,394,98,56,111634,2.0,4.0,4.0,4.0,40,10,10,['Take That'],['Drecksau: Sauschön'],"['Animals', 'Card Game', ""Children's Game""]",Children's,169.0,5.94902,,Family,1593.0,5.8094,,,
WINK ,13507,https://boardgamegeek.com/boardgame/13507/wink,5060,1994,['Friedhelm Krahwinkel'],731,6.58651,5.75762,1.41849,1.1111,27,2167,0,165,43,22,237,1328,192,132,22,78159,5.0,8.0,6.0,6.0,9,20,20,['Targeted Clues'],[],"['Card Game', 'Party Game']",Party,283.0,6.05745,,,,,,,
Smarty Party! ,7062,https://boardgamegeek.com/boardgame/7062/smarty-party,5076,2003,"['Pitt Crandlemire', 'Aaron Weissblum']",673,6.61036,5.75646,1.49704,1.4026,77,3134,0,402,25,17,111,773,282,37,13,97642,5.0,8.0,5.0,6.0,7,45,60,[],"['Smarty Party! Expansion Set', 'Smarty Party! Expansion Set 2', 'Smarty Party! Expansion Set Junior', ""Smarty Party! Gamers' Expansion""]","['Party Game', 'Trivia']",Party,286.0,6.05264,24.09,,,,,,
Animal Upon Animal: Balancing Bridge ,84464,https://boardgamegeek.com/boardgame/84464/animal-upon-animal-balancing-bridge,5088,2010,['Klaus Miltenberger'],457,7.00926,5.75558,1.23794,1.1111,27,2246,5,166,11,95,226,648,155,78,17,89723,2.0,4.0,4.0,4.0,8,15,15,['Stacking and Balancing'],[],"['Action / Dexterity', 'Animals', ""Children's Game""]",Children's,39.0,6.54416,,,,,,,
The Bears and the Bees ,257372,https://boardgamegeek.com/boardgame/257372/the-bears-and-the-bees,5066,2018,['Jeffrey Beck'],638,6.73827,5.75738,1.31313,1.2667,15,3518,0,134,30,14,188,1945,141,105,32,56657,2.0,4.0,4.0,4.0,7,30,30,"['Hand Management', 'Pattern Building', 'Take That', 'Tile Placement']",[],"['Animals', 'Card Game', 'Puzzle']",Family,1534.0,5.82806,,,,,,,
Quick Cups ,146149,https://boardgamegeek.com/boardgame/146149/quick-cups,5092,2013,['Haim Shafir'],1594,6.18834,5.75538,1.39254,1.037,54,6797,9,160,26,16,109,3113,349,57,29,91366,2.0,4.0,4.0,4.0,21,15,15,['Pattern Building'],['Speed Cups: Fan-Edition'],"['Action / Dexterity', ""Children's Game"", 'Real-time']",Party,361.0,5.92431,29.49,Family,1581.0,5.81371,,,
